Text,Target,clened_text
زن عموم جلوی بابام توی جمع گفت: ابراهیم سیگارو ترک کن خیلی ضرر داره، منم گفتم ضررش از تریاکی و شیره ای که محمد(پسرش) میکشه کمتره اگه کمپ خواستی ببری آشنا دارم😁  تا آخر مجلس چیزی نگفت 🤐  》🅴🅱🆁🅰🅼 🅺🅷🅰🅽《  @OfficialPersianTwitter,3,زن عموم جلوی بابام توی ابراهیم سیگارو ترک کن ضرر داره منم گفتم ضررش تریاکی شیره‌ای محمدپسرش میکشه کمتره اگه کمپ خواستی ببری آشنا دارم آخر مجلس نگفت
من همیشه تو ایام عید طوری با بچه های فامیل رفتار کردم که هر وقت تو خونه بهشون میگن حاضر شید بریم خونه فلانی میگن نه مرسی میخوایم درس بخونیم  》NANI《  @OfficialPersianTwitter,2,ایام عید طوری بچه‌ی فامیل رفتار وقت خونه بهشون میگن حاضر شید بریم خونه فلانی میگن مرسی میخوایم درس بخونیم
جدی جدی دیگه واقعا فهمیدم حریم  خصوصی ندارم همین الان تو اتاق خواب بودم عمه بابام پتو رو از صورتم کنار زد گفت پاشو ما اومدیم خونتون بدون اجازه اومد تو اتاق😐😐😐😐😐😐😐  》گاماماگا《  @OfficialPersianTwitter,3,دیگه واقعا فهمیدم حریم خصوصی ندارم الان اتاق‌خواب بودم عمه بابام پتو صورتم زد پاشو اومدیم خونتون اجازه اومد اتاق😐 گاماماگا
یارو ویدئو گذاشته هر وقت تو جا پارک هم از عقب بهت چسبوندن هم از جلو؛ فرمونو میدی خارج از پارک؛ میزنی دنده۱؛ دستیو تا جایی که جا داره میکشی؛ ۱گاز محکم میدی؛ کلاجو سریع ول میکنی. حالا من یبار تو مترو بودم؛ از عقب و جلو بهم چسبونده بودن؛ دیگه بقیه مواد لازم نبود؛ نفر جلوییمو گاز گرفتم.  》مونالیزا《  @OfficialPersianTwitter,1,یارو ویدئو گذاشته وقت پارک عقب بهت چسبوندن جلو فرمونو میدی خارج پارک می‌زنی دنده دستیو داره می‌کشی گاز محکم میدی کلاجو سریع ول می‌کنی یبار مترو بودم عقب جلو بهم چسبونده دیگه بقیه مواد نفر جلوییمو گاز گرفتم مونالیزا
با مامانم اسنپ سوار شدیم آقائه به مامانم میگه: خانم شما رو صورتتون عمل جراحی انجام دادین؟ مامانم میگه خداروشکر تا این سن رسیدم ازین کارا نکردم! میگه پوست کشی؟ جراحی بینی؟ مامانم: وای نه هرگز آقائه یه نگاه به من کرد با تأسف سرشو تکون دادو گفت ولی شما اصلن به مامانتون نرفتین🤦‍♀️😂  》SPRING《  @OfficialPersianTwitter,3,مامانم اسنپ سوار شدیم آقائه مامانم میگه خانم صورتتون عمل جراحی انجام دادین مامانم میگه خداروشکر سن رسیدم ازین کارا نکردم میگه پوست کشی جراحی بینی مامانم وای هرگز آقائه  نگاه تأسف سرشو تکون دادو اصلن مامانتون نرفتین😂
مادربزرگ خدابیامرزم تنها دعایی که میکرد این بود : خودایاااااا یا مره موبَفّق بوکون یااااا مره بوکوش خدابیامرز دعاهاش همه انتحاری بود 😂  》〽️《  @OfficialPersianTwitter,2,مادربزرگ خدابیامرزم دعایی خودایا مره موبفق بوکون مره بوکوش خدابیامرز دعاش انتحاری 😂
مامان بزرگم امروز بهم گفت برو مغازه اقای طالبی ببین جنس اورده؟ اماده شدم دیدم  دختر خالم که شیش سالشه خیلی التماس طور گفت منم ببر میخوام اقاهه رو ببینم گفتم خیله خب کارمون تموم شد داشتیم برمیگشتیم گفت چرا نمیریم پیش اقای طالبی؟ گفتم همینجا بود دیگه گف والا ما اونجا طالبیی ای ندیدیم=)  》شیرازیِ ناخالص《  @OfficialPersianTwitter,3,مامان بزرگم امروز بهم برو مغازه اقای طالبی ببین جنس اورده اماده شدم دیدم دختر خالم شیش سالشه التماس منم ببر میخوام اقاهه ببینم گفتم خیله خب کارمون تموم داشتیم برمیگشتیم نمیریم اقای طالبی گفتم همینجا دیگه گف والا اونجا طالبیی ای ندیدیم شیرازی ناخالص
خونه‌ی یکی مهمون بودیم، خانوم خونه همین‌طوری که با من حرف می‌زد خیلی ریلکس دونه‌ی هِل رو با دندونش شکست انداخت تو قوری چای :)) و چنان عادی این حرکتو انجام داد که من مدت‌ها تو شک بودم نکنه من اشتباهی با کارد نصف می‌کنم :)))  》مجال《  @OfficialPersianTwitter,3,خونهی مهمون بودیم خانوم خونه همینطوری حرف می‌زد ریلکس دونهی هل دندونش شکست انداخت قوری چای چنان عادی حرکتو انجام مدت شک بودم نکنه اشتباهی کارد نصف مجال
عمه و زن عموم اومدن خونمون، برقم رفته، هوا ام ابرییه به قیافشون که نگاه میکنم تو این تاریکی احساس میکنم محفل جادوگراست.  》ایشمیش《  @OfficialPersianTwitter,3,عمه زن عموم اومدن خونمون برقم رفته هوا‌ام ابرییه قیافشون نگاه تاریکی احساس محفل جادوگراست ایشمیش
بلومبرگ: هوم اسکرین iOS 18 قابلیت‌های شخصی‌سازی بیشتری خواهد داشت  🔸به‌نظر می‌رسد در کنار قابلیت‌های هوش مصنوعی، اپل می‌خواهد تغییرات بزرگی در هوم اسکرین iOS 18 هم اعمال کند. بلومبرگ گزارش کرده که آیکون برنامه‌ها یا ویجت‌ها را می‌توان آزادانه و بدون پیروی از ساختار خاصی، در صفحه اصلی جابه‌جا کرد.  •OPT•   @OfficialPersianTwitter,1,بلومبرگ هوم اسکرین ۱۸ قابلیتی شخصیسازی خواهد_داشت بهنظر قابلیتی هوش مصنوعی اپل می‌خواهد تغییرات بزرگی هوم اسکرین ۱۸ اعمال بلومبرگ گزارش آیکون برنامه‌ ویجت میتوان آزادانه پیروی ساختار خاصی صفحه اصلی جابهجا
🔻هراز یک‌طرفه شد  🔹فرمانده پلیس‌راه شرق تهران: به‌دلیل وجود ترافیک فوق سنگین در جادۀ هراز این مسیر از جنوب به شمال تا اطلاع ثانوی مسدود شد.  🔹تردد وسایل نقلیه از شمال به جنوب مسیر فیروزکوه پرحجم در جریان بوده و در برخی نقاط با افزایش بار ترافیکی روبرو هستیم.  •OPT•  @OfficialPersianTwitter,1,هراز یکطرفه فرمانده پلیسراه شرق تهران بهدلیل ترافیک سنگین جادۀ هراز مسیر جنوب شمال اطلاع ثانوی مسدود تردد وسایل نقلیه شمال جنوب مسیر فیروزکوه پرحجم نقاط افزایش ترافیکی روبرو
زندایی شوهر عمم تا الان بیشتر از بیست دفعه پرسیده چقدر حقوق میگیری.کاش واقعا میدونستم چه مبلغی مد نظرشه بگم بلکه دست از سرم برداره.    • یاور غالباً مومن •  @OfficialPersianTwitter,2,زندایی شوهر عمم الان بیست دفعه پرسیده چقدر حقوق میگیریکاش واقعا میدونستم مبلغی مد نظرشه بگم دست سرم برداره یاور غالبا مومن
بابام خیلی صدا تولید می‌کنه. لطفا تعطیلات رو تموم کنید.  • پنذ •  @OfficialPersianTwitter,2,بابام صدا تولید میکنه لطفا تعطیلات تموم پنذ
غیبت تو چت حال نمی‌ده. حجم هیجان موجود، بیش‌تر از سرعت انتقالیه که اتفاق میفته و اطلاعات الکی حیف می‌شن. «آجی صبر کن همو ببینیم می‌گم برات.»  • Mateo •  @OfficialPersianTwitter,1,غیبت چت نمیده حجم هیجان موجود سرعت انتقالیه اتفاق میفته اطلاعات الکی حیف میشن آجی صبر کن همو ببینیم میگم برات
علیرضا قربانی از امروز کنسرت داره باز؟  به خودت رحم کن مرد. هنوز اداره‌ها که هیچ، سوپری سر کوچه ما هم تق و لق باز می‌کنه.  • Mohammad Vaezi •  @OfficialPersianTwitter,3,علیرضا قربانی امروز کنسرت داره خودت رحم کن مرد اداره‌ سوپری سر کوچه تق لق میکنه
قبل عید وسط خیابون یهو دوتا عکاس ‌اومدن جلو گفتن تیپتون بنظرمون قشنگ بوده چندتا عکس گرفتیم. شماره بدین واستون بفرستیمش. الان که فرستادن توی نصف عکسا دارم حرف میزنم و دهنم بازه🙂  • The D •  @OfficialPersianTwitter,2,عید وسط خیابون یهو دوتا عکاس اومدن جلو گفتن تیپتون بنظرمون قشنگ چندتا عکس گرفتیم شماره بدین واستون بفرستیمش الان فرستادن توی نصف عکسا دارم حرف می‌زنم دهنم بازه🙂
خانمم با دوستاش رفتن کافه دورهمی از اون ور مامانم زنگ زد گفت داره میاد خونمون عید دیدنی حالا اگه زنگ بزنم بگم برگرد میگه دورهمی ام رو خراب کردی اگه زنگ نزنم شب میاد میگه عمدا زنگ نزدی که منو جلو مامانت خراب کنه دوراهی سخت که میگن دقیقا همینجا همین لحظه همین مکان است    *واشر لاجرز*  @OfficialPersianTwitter,3,خانمم دوستاش رفتن کافه دورهمی اون ور مامانم زنگ زد داره میاد خونمون عید دیدنی اگه زنگ بزنم بگم برگرد میگه دورهمی ام خراب کردی اگه زنگ نزنم شب میاد میگه عمدا زنگ نزدی منو جلو مامانت خراب کنه دوراهی سخت میگن دقیقا همینجا لحظه مکان واشر لاجرز
نگهبان کلاب امشب یهو گفت ایرانی‌اید؟ گفتم آره گفت من تو جنگ ایران با عراق برای ایران ضد صدام حسین جنگیدم بعدم عکساشو نشون داد =)) چرا هی داره عجیب‌تر میشه همه چی    *کیان*   @OfficialPersianTwitter,3,نگهبان کلاب امشب یهو ایرانیاید گفتم آره جنگ ایران عراق ایران ضد صدام حسین جنگیدم بعدم عکساشو نشون هی داره عجیبتر میشه چی کیان
خواهرم کیک درست کرد که مادر بگرید. نه چیزه واقعا مادر گریست چون خواهرم قالب کیک رو پیدا نکرده گذاشته تو اون قابلمه خوبه ی مامان و اونم دسته اش آب شده.    *ناکاما*  @OfficialPersianTwitter,3,خواهرم کیک درست مادر بگرید چیزه واقعا مادر گریست خواهرم قالب کیک نکرده گذاشته اون قابلمه خوبه‌ی مامان اونم دسته‌اش آب ناکاما
یکی از بهترین انتخاباتم پرده تیره برای اتاقم بوده، از صبح هربار از خواب بیدار شدم دیدم هوا تاریکه یعنی صبح زوده برای بیدار شدن و همینطوری تا الان خوابیدم    *نعنا*  @OfficialPersianTwitter,2,انتخاباتم پرده تیره اتاقم صبح هربار خواب بیدار شدم دیدم هوا تاریکه صبح زوده بیدار همینطوری الان خوابیدم نعنا
همسرم داشت میرفت سوپر ایرانی ، بهش گفتم برام نیم کیلو بامیه بخر، مطمئن باش پر شیره باشه وقتی برگشت عوض بامیه، رطب گرفته بود گفتم چون بامیه تازه نداشتن رطب گرفتی یا به خاطر شِکَرِش ؟ گفت هیچکدوم یادم نبود چی خواسته بودی ، فقط یادمه گفتی پرشیره باشه واسه همین رطب گرفتم    *アッシャー*  @OfficialPersianTwitter,3,همسرم می‌رفت سوپر ایرانی بهش گفتم برام نیم کیلو بامیه بخر مطمئن باش شیره باشه برگشت عوض بامیه رطب گرفته_بود گفتم بامیه تازه نداشتن رطب گرفتی خاطر شکرش هیچکدوم یادم چی خواسته_بودی یادمه گفتی پرشیره باشه واسه رطب گرفتم
"دیشب تو یک مرکز خرید عمان بودم اگه داد میزدم"" بچه ها بیاید بریم ""به جرات میگم حداقل ۲۰۰ نفر ایرانی اونجا بودن و باهام همراه میشدن😂😂😂😂  • fariba •  @OfficialPersianTwitter",2,دیشب مرکز خرید عمان بودم اگه می‌زدم بچه‌ بیاید بریم جرات میگم نفر ایرانی اونجا بام همراه میشدن😂
اگه این دنیا یه شبیه‌سازی کامپیوتری باشه، احتمالا کد من رو یه کارآموز داره می‌نویسه... کاش یکی اخراجش کنه  • Farhang.adyani •  @OfficialPersianTwitter,1,اگه دنیا  شبیهسازی کامپیوتری باشه احتمالا کد  کارآموز داره مینویسه کاش اخراجش کنه
این غربتیا اومدن تو عید اینجا ریدن به رانندگی ما مشهدیا، امروز یه نادونی رو دیدم با پلاک ۲۰ پشت چراغ زرد بجای گاز دادن ترمز گرفت بعدشم در حالیکه بین خطوط رانندگی میکرد واسه تغییر مسیر از راهنما استفاده کرد، ینی کارد میزنی خونم در نمیومد.    • مارتین تایـلر •  @OfficialPersianTwitter,3,غربتیا اومدن عید ریدن رانندگی مشهدیا امروز  نادونی دیدم پلاک چراغ زرد بجای گاز ترمز بعدشم حالیکه خطوط رانندگی واسه مسیر راهنما استفاده ینی کارد می‌زنی خونم نمیومد مارتین تایلر
تو خلوت‌ترین حالت تهران هم که باشی، بازم تو ترافیک جلو کوروش گیر میکنی.    • بِل‌مونت •  @OfficialPersianTwitter,2,خلوتترین حالت تهران باشی بازم ترافیک جلو کوروش گیر می‌کنی بلمونت
یه آبرسان خریدم ۵۰ تومن، شبی یه لیوان آب میریزم توش که خشک نشه.  • شیمبله •  @OfficialPersianTwitter,3, آبرسان خریدم تومن شبی  لیوان آب می‌ریزم توش خشک نشه شیمبله
‏میخوام بلاگر شم. به ملت بگم دوست دارید با من بیاید بریم بهتون یاد بدم چطوری کاپشن بخرید؟ قلب ریپلای کنید.  بعد استوری بعدی بگم خوب اسکلیدا ماشالله. همه‌جای دنیا پول میدی کاپشن میخری دیگه. یاد گرفتن نداره که😌😌😂 فالوور میگیرما.....  •ماندانا•  @OfficialPersianTwitter,1,میخوام بلاگر شم ملت بگم دوست دارید بیاید بریم بهتون یاد بدم چطوری کاپشن بخرید قلب ریپلای استوری بعدی بگم اسکلیدا ماشالله همهجای دنیا پول میدی کاپشن می‌خری دیگه یاد گرفتن نداره که😂 فالوور میگیرما ماندانا
یکی از وانتی‌ها ‌که ضایعات میخرند نصف شب سر راهش رفته از گورستان روستای کنار ما آهن‌های دور قبر‌ها رو بدزده. خبر نداشته که یک دیوانه بی خانمان هست که اونجا میخوابه هر بار سعی کرده آهن‌ها رو بکَنه صدای دیوانه در تاریکی گفته نکُن. از ترس بیهوش شده صبح اهالی روستا پیداش کردن:)))))  》echinops kurdicus《  @OfficialPersianTwitter,3,وانتی ضایعات می‌خرند نصف شب سر راهش رفته گورستان روستای آهنی قبر بدزده خبر نداشته دیوانه بی‌خانمان هست اونجا میخوابه آهن بکنه صدای دیوانه تاریکی نکن ترس بیهوش صبح الی روستا پیداش
من اگه سوار هواپیما هم بشم مامانم به مهمان دار میگه شما چرا زحمت میکشی دخترم پاشو نشین اینجا، برو کمکش.  》فِرچوله《  @OfficialPersianTwitter,2,اگه سوار هواپیما بشم مامانم مهمان‌دار میگه زحمت می‌کشی دخترم پاشو نشین برو کمکش فرچوله
یه خاطره از عید ایران رفتنمون بگم، یکی از فامیلا شوهرم رو بعد ۴-۵ سال دید، گفت فلانی خیلی چاق شدیا اونجاییا خیلی لاغر و باریکن شوهرم هم برگشت گفت اونجاییا به ادمی مثل شما که در مورد بقیه نظر نخواسته میدن میگن بی‌ادب :)))))) مهمونی در سکوت ادامه و پایان یافت  》Shirin《  @OfficialPersianTwitter,3, خاطره عید ایران رفتنمون بگم فامیلا شوهرم سال دید فلانی چاق شدیا اونجاییا لاغر باریکن شوهرم برگشت اونجاییا ادمی بقیه نخواسته میدن میگن بیادب مهمونی سکوت ادامه پایان
مامانمو تو گوشیم کلانتر سیو کرده بودم، چند وقت پیشا اسمشو تو گوشیم دید بعد، دیدم برداشته تو گوشی خودش منو مجرم سیو کرده😂  》زهرا《  @OfficialPersianTwitter,3,مامانمو گوشیم کلانتر سیو کرده_بودم وقت پیشا اسمشو گوشیم دید دیدم برداشته گوشی منو مجرم سیو کرده😂 زهرا
دیروز یک مسیر خیلی کوتاهی رو با یک ۲۰۷ کورس انداختم از اونجایی که ماشین من پراید بود طبیعتا کم آوردم و ۲۰۷ خیلی سریع رفت. باخته بودم میخواستم بیشتر ضایع نشم رفتم کنارش بهش گفتم: همینقدر که فکر کردی میتونی با من کورس بندازی باختی😂  》فارهه《  @OfficialPersianTwitter,3,دیروز مسیر کوتاهی کورس انداختم اونجایی ماشین پراید طبیعتا آوردم سریع باخته_بودم می‌خواستم ضایع نشم رفتم کنارش بهش گفتم همینقدر کردی میتونی کورس بندازی باختی😂 فارهه
بابام برای شکنجه‌ی گیاهخوارا واقعا ایده‌آله  کافیه بذاریشون تو یه اتاق و براشون مستند حیوانات بذاری هر جونوری نشون میده میگه گوشت این برای کباب واقعا عالیه  》جانکرت《  @OfficialPersianTwitter,2,بابام شکنجهی گیاهخوارا واقعا ایدهآله کافیه بذاریشون  اتاق براشون مستند حیوانات بذاری جونوری نشون میده میگه گوشت کباب واقعا عالیه جانکرت
دیت با یه مهندس اینجوریه که داریم از بغل مخزن جمع‌آوری ماهی عید رد می‌شیم می‌گه به نظرت فشار هیدرواستاتیک آب پایین مخزن چقدره؛ از بغل دکل برق رد می‌شیم میگه عه وایسا صدای برق رو بشنویم. از بغل پل کابلی رد می‌شیم می‌گه می‌بینی معجزه مهندسی رو به نظرت پی این ستون چند متره. :))  》mohi《  @OfficialPersianTwitter,2,دیت  مهندس اینجوریه بغل مخزن جمعآوری ماهی عید رد میشیم میگه نظرت فشار هیدرواستاتیک آب پایین مخزن چقدره بغل دکل برق رد میشیم میگه عه وایسا صدای برق بشنویم بغل پل کابلی رد میشیم میگه می‌بینی معجزه مهندسی نظرت ستون متره
تو مهمونی یکم نطق سیاسی کردم. مادربزرگ مادربزرگم گفت تو اسمت چی بود؟ گفتم مهرشاد گفت مهرشاد اینقدر گوه نخور  》لر خندان《  @OfficialPersianTwitter,3,مهمونی یکم نطق سیاسی مادربزرگ مادربزرگم اسمت چی گفتم مهرشاد مهرشاد اینقدر گوه نخور لر خندان
عزیزم زمستون تموم شد من دیگه خوشتیپ نیستم دوباره زمستون شد زنگ میزنم بریم دیت.  》AM《  @OfficialPersianTwitter,2,عزیزم زمستون تموم دیگه خوشتیپ نیستم زمستون زنگ می‌زنم بریم دیت
دوستم داشته خونه تکونی می‌کرده یه لنگه گوشواره پیدا می‌کنه، با شوهرش جنگ و دعوا که کی اینجا بوده؟ بعدشم شوهره قهر کرده! با گریه به من زنگ زد و ماجرا رو تعریف کرد، حین آروم کردنش گفتم ببینم گوشواره رو، و بله! مال من بود دوستان من ۲۷ تا لنگه گوشواره گم کردم، با شوهرتون دعوا نکنید😑  》خوار ناتنی امام《  @OfficialPersianTwitter,3,دوستم خونه تکونی می‌کرده  لنگه گوشواره میکنه شوهرش جنگ دعوا کی بعدشم شوهره قهر گریه زنگ زد ماجرا تعریف حین آروم کردنش گفتم ببینم گوشواره بله مال دوستان لنگه گوشواره گم شوهرتون دعوا نکنید😑 خوار ناتنی امام
راننده اسنپ زنگ زده میگه چند نفرین؟ من خانومم همراهمه گفتم خانومتون هس سفر لغو بشه.... میگه ببخشید که ازت اجازه نگرفتم خانومم باهامه...  فررررت قطع کرد😂  》دِتِر🌵شمالی《  @OfficialPersianTwitter,3,راننده اسنپ زنگ‌زده میگه نفرین خانومم همراهمه گفتم خانومتون هس سفر لغو بشه میگه ببخشید ازت اجازه نگرفتم خانومم بامه فرت قطع کرد😂 دترشمالی
"مادرم میگه: ""من به مهمان‌ها نمی‌گم تو کجایی؛ می‌گم دانشگاهشون مراسم افطاری داشت، رفته اونجا."" زن، ""افطاری دانشگاه"" قرار بود تکنیک من باشه برای پیچوندنِ تو در شب‌های آتی که می‌خوام دیر بیام خونه؛ چرا ایده‌م رو می‌دزدی آخه!؟  》Hadiseh《  @OfficialPersianTwitter",3,مادرم میگه مهمان نمیگم کجایی میگم دانشگاهشون مراسم افطاری رفته اونجا زن افطاری دانشگاه قرار تکنیک باشه پیچوندن شبی آتی میخوام دیر بیام خونه ایدهم می‌دزدی آخه
به زور به آدم می‌گن فلانی مرده زنگ بزن به خانواده‌ش تسلیت بگو.خوب بابا من بلد نیستم. وسط تسلیت گفتن احساس کردم همه چی داره خوب پیش می‌ره خواستم یکم پیاز داغشو زیاد کنم، گفتم موقع رفتن اذیت که نشدن. اون طفلک هم اون طرف گفت نه عالی بود همه چیز😂  》Jinx《  @OfficialPersianTwitter,2,زور آدم میگن فلانی مرده زنگ بزن خانوادهش تسلیت بگوخوب بابا بلد نیستم وسط تسلیت گفتن احساس چی داره میره خواستم یکم پیاز داغشو گفتم موقع رفتن اذیت نشدن اون طفلک اون چیز😂
هیچوقت مثه امروز صبح چوب عشق خواب بودنمو نخوردم. با خانواده اومدیم سفر، وقتی داییم بیدارم کرد نیم ساعت بیشتر خوابیدم، فقط نیم ساااعت؛ حالا بعدش؟ مجبور شدم بعد از ۱۴ نفر برم دسشویی. :٫))) میفهمی محیط دسشویی‌ای که ۱۴ نفر پشت هم ازش استفاده کردن چجوریه؟ از رادیو اکتیو یچیزی بالاتر…  》دیوار کسرا《  @OfficialPersianTwitter,3,هیچوقت مثه امروز صبح چوب عشق خواب بودنمو نخوردم خانواده اومدیم سفر داییم بیدارم نیم ساعت خوابیدم نیم ساعت بعدش مجبور شدم نفر برم دسشویی می‌فهمی محیط دسشوییای نفر ازش استفاده چجوریه رادیو اکتیو یچیزی بالاتر دیوار کسرا
‏«مصمم» عجب کلمهٔ عجیبیه. ۴تا حرف داره، ۳تاش «م»ئه، اون یکی هم که «م» نیست، از نظر ظاهری شبیه «م»ئه. مشخصه یه زمانی کل حروف تشکیل‌دهندهٔ این کلمه «م» بوده ولی چون برای تلفظش انسان‌ها مجبور بودن نالهٔ ناجور سر بدن، یکی از «م»ها مجبور شده لباس گشاد بپوشه و به این شکل حرف «ص» خلق شده.  》پیپرکات《  @OfficialPersianTwitter,2,مصمم عجب کلمه عجیبیه حرف داره تاش مئه اون م ظاهری شبیه مئه مشخصه  زمانی حروف تشکیلدهنده کلمه م تلفظش انسان مجبور ناله ناجور سر بدن م مجبور لباس گشاد بپوشه شکل حرف ص خلق‌شده پیپرکات
تو این تعطیلات که خونم روزی ۱۰ بار به بهونه اینکه آشغالارو ببرم بیرون میرم سیگار میکشم، امروز دیگه آشغالامون تموم شد رفتم انگشت کردم تو ناف بابام، گفت: چیکار میکنی؟ گفتم بذار آشغالای نافتو ببرم بذارم دم در.  》حاج امیر هستم《  @OfficialPersianTwitter,2,تعطیلات خونم روزی بهونه آشغالارو ببرم میرم سیگار می‌کشم امروز دیگه آشغالامون تموم رفتم انگشت ناف بابام چیکار می‌کنی گفتم بذار آشغالای نافتو ببرم بذارم دم حاج امیر هستم
من اینجوریم که واسه یکی حتی بمیرم، یهو برگرده بگه ازدواج، ازش جدا میشم. اینو بابام فهمیده، هی تو خونه راه میره میگه بیا ازدواج کنیم  》احسان کنسل《  @OfficialPersianTwitter,2,اینجوریم واسه بمیرم یهو برگرده بگه ازدواج ازش جدا میشم اینو بابام فهمیده هی خونه میره میگه بیا ازدواج احسان کنسل
ده سال پیش یه پیرمرد همسایمون بود گاها براش غذا میبردم، یه روز گفت دوس‌داری با مامانبزرگت عروسی کنم؟ حسابی به غیرتم برخورد، و دیگه غذا نبردم براش، پیرمرده یه سال بیشتر دووم نیاورد و همه‌ی ثروتش رسید به فامیل‌های دورش، الان که فکر میکنم اگه یکم لاشی بازی به خرج میدادم شاید اوضاعم بهتر بود:((((  》خلافکار《  @OfficialPersianTwitter,3,ده سال  پیرمرد همسایمون گا براش غذا می‌بردم  روز دوسداری مامانبزرگت عروسی حسابی غیرتم برخورد دیگه غذا نبردم براش پیرمرده  سال دووم نیاورد همهی ثروتش فامیلی دورش الان اگه یکم لاشی بازی خرج می‌دادم اوضاعم خلافکار
دیشب تو مهمونی بحث ازدواج با دختر پولدار بعنوان یک عامل موفقیت مطرح شد و‌ همه داشتن میگفتن اره فلانی زن پولدار گرفته و چند وقت پیش عروسیشون بود و بیااا و ببین ... بعد طبق اخرین آمار خودم تو همون جمع ۳ نفر داشتن مهریه به زن سابق پولدارشونو میدادن :))))  عقل ندارن راحتن بخدا.  》کاربَُر(د) بیزاکودیل《  @OfficialPersianTwitter,3,دیشب مهمونی بحث ازدواج دختر پولدار بعنوان عامل موفقیت مطرح میگفتن اره فلانی زن پولدار وقت عروسیشون بیا ببین اخرین آمار خودم همون نفر مهریه زن سابق پولدارشونو میدادن عقل ندارن راحتن بخدا کاربرد بیزاکودیل
‏تو مستند راز بقا میگه میمون ماده به بزرگ بودن دماغ جفتش خیلی اهمیت میده و بزرگ بودن دماغ نرها باعث میشه جفت‌های بیشتری داشته باشن:| چقد جای من اونجا خالیه تا با دماغم هفت هشت تا جفت پیدا کنم و یه حرمسرا وسط جنگل بزنم  》ژنرال《  @OfficialPersianTwitter,3,مستند راز بقا میگه میمون ماده دماغ جفتش اهمیت میده دماغ نر میشه جفتی باشن چقد اونجا خالیه دماغم هفت هشت جفت  حرمسرا وسط جنگل بزنم ژنرال
خانومه رفته پیش مشاور، گفته احساس میکنم شوهرم داره بهم خیانت میکنه، مشاوره پرسیده اوضاع رابطه جنسیتون چه طوره، گفته هفته ای ۳-۴ بار حداقل رابطه داریم  مشاوره گفته اون بخوادم میل و جون خیانتو نداره 😂  》کتابشاه سوم《  @OfficialPersianTwitter,3,خانومه رفته مشاور احساس شوهرم داره بهم خیانت میکنه مشاوره پرسیده اوضاع رابطه جنسیتون طوره هفته‌ای رابطه مشاوره اون بخوادم میل جون خیانتو نداره 😂 کتابشاه
آقا اوکی، تو خیلی زرنگی، خیلی خفنی، خیلی ورزشکاری، اصن تو یوسین بولتی، ولی تو که دویست هزار تومن نداری بذل و بخشش کنی گوه می‌خوری رستوران می‌زنی و با کت شلوار برای یه دست چلو کباب سه تا کوچه می‌دَوی دنبال مشتری.  》SiaVash《  @OfficialPersianTwitter,1,آقا اوکی زرنگی خفنی ورزشکاری اصن یوسین بولتی دویست هزار تومن نداری بذل بخشش کنی گوه می‌خوری رستوران می‌زنی کت شلوار  دست چلو کباب کوچه می‌دوی دنبال مشتری
پدرشوهر خواهرم يهو از اتاق اومدن بيرون و گفتن عروس من چند سالمه؟خواهرم گفتن حاج آقا امسال دقيقا نود سال رو تموم كرديد، با چشمهاي گرد شده گفتن ماشاءالله خوب موندمااا بعد سرشونو خاروندن و برگشتن تو اتاقشون😁  》Fatemeh Heshmati《  @OfficialPersianTwitter,3,پدرشوهر خواهرم یهو اتاق اومدن گفتن عروس سالمهخواهرم گفتن حاج آقا امسال دقیقا نود سال تموم کردید چشمی گرد گفتن ماشاالله موندما سرشونو خاروندن برگشتن اتاقشون
از اینایی که شب تا صبح یه کله میخوابن و اصلا از خواب بیدار نمیشن بترسین، اینا واقعا عجیبن.  »مینالیزا«  @OfficialPersianTwitter,2,اینایی شب صبح  کله میخوابن اصلا خواب بیدار نمیشن بترسین اینا واقعا عجیبن مینالیزا
واقعا راست میگن آبودان شهر صفاست. الان نیم ساعته سر صبح وسط ماه رمضون تو صف نونیم، خیلی صفاش طولانیه  »احسان کنسل«  @OfficialPersianTwitter,2,واقعا راست میگن آبودان شهر صفاست الان نیم‌ساعته سر صبح وسط ماه رمضون صف نونیم صفاش طولانیه احسان کنسل
‏قدر خانواده‌هاتون رو بدونید رفقا.  یه بنده خدایی هست میاد ناشناس اصرار می‌کنه که پول می‌دم بهت تا تحقیرم کنی. خانواده‌‌های ما اکثرا بی‌منت و مزد این کار رو می‌کنن واسمون.  »ملیکا«  @OfficialPersianTwitter,3,قدر خانواده‌تون بدونید رفقا  بنده خدایی هست میاد ناشناس اصرار میکنه پول میدم بهت تحقیرم کنی خانواده‌ی اکثرا بیمنت مزد کار میکنن واسمون ملیکا
نوشته بدترین نوع کوری، کور شدن ذوق و هیجانه. پیچ‌گوشتی رو تو دعوا فرو نکردن تو چشمت که چسناله و این چُسونه واویلا بازیا یادت بره.  »Kevin«  @OfficialPersianTwitter,2,نوشته بدترین کوری کور ذوق هیجانه پیچگوشتی دعوا فرو نکردن چشمت چسناله چسونه واویلا بازیا یادت بره
